id,source,zh_sentence,tsl_gloss,subject,object,time,topic,verb,verb_type,agreement,question_type,negation,nonmanual,notes
TSL0375,synthetic_template,我今天記得雨傘,今天 雨傘 我 記得,我,雨傘,今天,雨傘,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0376,synthetic_template,我今天沒有記得雨傘,今天 雨傘 我 記得 沒有,我,雨傘,今天,雨傘,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0377,synthetic_template,我今天忘記雨傘,今天 雨傘 我 忘記,我,雨傘,今天,雨傘,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0378,synthetic_template,我今天沒有忘記雨傘,今天 雨傘 我 忘記 沒有,我,雨傘,今天,雨傘,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0379,synthetic_template,我今天討厭雨傘,今天 雨傘 我 討厭,我,雨傘,今天,雨傘,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0380,synthetic_template,我今天沒有討厭雨傘,今天 雨傘 我 討厭 沒有,我,雨傘,今天,雨傘,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0381,synthetic_template,我今天買錢包,今天 錢包 我 買,我,錢包,今天,錢包,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0382,synthetic_template,我今天沒有買錢包,今天 錢包 我 買 沒有,我,錢包,今天,錢包,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0383,synthetic_template,我今天看錢包,今天 錢包 我 看,我,錢包,今天,錢包,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0384,synthetic_template,我今天沒有看錢包,今天 錢包 我 看 沒有,我,錢包,今天,錢包,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0385,synthetic_template,我今天喝錢包,今天 錢包 我 喝,我,錢包,今天,錢包,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0386,synthetic_template,我今天沒有喝錢包,今天 錢包 我 喝 沒有,我,錢包,今天,錢包,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0387,synthetic_template,我今天帶錢包,今天 錢包 我 帶,我,錢包,今天,錢包,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0388,synthetic_template,我今天寫錢包,今天 錢包 我 寫,我,錢包,今天,錢包,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0389,synthetic_template,我今天沒有寫錢包,今天 錢包 我 寫 沒有,我,錢包,今天,錢包,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0390,synthetic_template,我今天找錢包,今天 錢包 我 找,我,錢包,今天,錢包,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0391,synthetic_template,我今天沒有找錢包,今天 錢包 我 找 沒有,我,錢包,今天,錢包,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0392,synthetic_template,我今天喜歡錢包,今天 錢包 我 喜歡,我,錢包,今天,錢包,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0393,synthetic_template,我今天沒有喜歡錢包,今天 錢包 我 喜歡 沒有,我,錢包,今天,錢包,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0394,synthetic_template,我今天記得錢包,今天 錢包 我 記得,我,錢包,今天,錢包,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0395,synthetic_template,我今天沒有記得錢包,今天 錢包 我 記得 沒有,我,錢包,今天,錢包,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0396,synthetic_template,我今天忘記錢包,今天 錢包 我 忘記,我,錢包,今天,錢包,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0397,synthetic_template,我今天沒有忘記錢包,今天 錢包 我 忘記 沒有,我,錢包,今天,錢包,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0398,synthetic_template,我今天討厭錢包,今天 錢包 我 討厭,我,錢包,今天,錢包,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0399,synthetic_template,我今天沒有討厭錢包,今天 錢包 我 討厭 沒有,我,錢包,今天,錢包,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0400,synthetic_template,你今天買書,今天 書 你 買,你,書,今天,書,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0401,synthetic_template,你今天沒有買書,今天 書 你 買 沒有,你,書,今天,書,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0402,synthetic_template,你今天看書,今天 書 你 看,你,書,今天,書,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0403,synthetic_template,你今天沒有看書,今天 書 你 看 沒有,你,書,今天,書,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0404,synthetic_template,你今天喝書,今天 書 你 喝,你,書,今天,書,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0405,synthetic_template,你今天沒有喝書,今天 書 你 喝 沒有,你,書,今天,書,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0406,synthetic_template,你今天帶書,今天 書 你 帶,你,書,今天,書,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0407,synthetic_template,你今天沒有帶書,今天 書 你 帶 沒有,你,書,今天,書,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0408,synthetic_template,你今天寫書,今天 書 你 寫,你,書,今天,書,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0409,synthetic_template,你今天沒有寫書,今天 書 你 寫 沒有,你,書,今天,書,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0410,synthetic_template,你今天找書,今天 書 你 找,你,書,今天,書,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0411,synthetic_template,你今天沒有找書,今天 書 你 找 沒有,你,書,今天,書,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0412,synthetic_template,你今天喜歡書,今天 書 你 喜歡,你,書,今天,書,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0413,synthetic_template,你今天沒有喜歡書,今天 書 你 喜歡 沒有,你,書,今天,書,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0414,synthetic_template,你今天記得書,今天 書 你 記得,你,書,今天,書,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0415,synthetic_template,你今天沒有記得書,今天 書 你 記得 沒有,你,書,今天,書,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0416,synthetic_template,你今天忘記書,今天 書 你 忘記,你,書,今天,書,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0417,synthetic_template,你今天沒有忘記書,今天 書 你 忘記 沒有,你,書,今天,書,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0418,synthetic_template,你今天討厭書,今天 書 你 討厭,你,書,今天,書,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0419,synthetic_template,你今天沒有討厭書,今天 書 你 討厭 沒有,你,書,今天,書,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0420,synthetic_template,你今天買手機,今天 手機 你 買,你,手機,今天,手機,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0421,synthetic_template,你今天沒有買手機,今天 手機 你 買 沒有,你,手機,今天,手機,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0422,synthetic_template,你今天看手機,今天 手機 你 看,你,手機,今天,手機,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0423,synthetic_template,你今天沒有看手機,今天 手機 你 看 沒有,你,手機,今天,手機,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0424,synthetic_template,你今天喝手機,今天 手機 你 喝,你,手機,今天,手機,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0425,synthetic_template,你今天沒有喝手機,今天 手機 你 喝 沒有,你,手機,今天,手機,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0426,synthetic_template,你今天帶手機,今天 手機 你 帶,你,手機,今天,手機,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0427,synthetic_template,你今天沒有帶手機,今天 手機 你 帶 沒有,你,手機,今天,手機,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0428,synthetic_template,你今天寫手機,今天 手機 你 寫,你,手機,今天,手機,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0429,synthetic_template,你今天沒有寫手機,今天 手機 你 寫 沒有,你,手機,今天,手機,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0430,synthetic_template,你今天找手機,今天 手機 你 找,你,手機,今天,手機,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0431,synthetic_template,你今天沒有找手機,今天 手機 你 找 沒有,你,手機,今天,手機,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0432,synthetic_template,你今天喜歡手機,今天 手機 你 喜歡,你,手機,今天,手機,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0433,synthetic_template,你今天沒有喜歡手機,今天 手機 你 喜歡 沒有,你,手機,今天,手機,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0434,synthetic_template,你今天記得手機,今天 手機 你 記得,你,手機,今天,手機,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0435,synthetic_template,你今天沒有記得手機,今天 手機 你 記得 沒有,你,手機,今天,手機,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0436,synthetic_template,你今天忘記手機,今天 手機 你 忘記,你,手機,今天,手機,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0437,synthetic_template,你今天沒有忘記手機,今天 手機 你 忘記 沒有,你,手機,今天,手機,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0438,synthetic_template,你今天討厭手機,今天 手機 你 討厭,你,手機,今天,手機,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0439,synthetic_template,你今天沒有討厭手機,今天 手機 你 討厭 沒有,你,手機,今天,手機,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0440,synthetic_template,你今天買咖啡,今天 咖啡 你 買,你,咖啡,今天,咖啡,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0441,synthetic_template,你今天沒有買咖啡,今天 咖啡 你 買 沒有,你,咖啡,今天,咖啡,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0442,synthetic_template,你今天看咖啡,今天 咖啡 你 看,你,咖啡,今天,咖啡,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0443,synthetic_template,你今天沒有看咖啡,今天 咖啡 你 看 沒有,你,咖啡,今天,咖啡,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0444,synthetic_template,你今天喝咖啡,今天 咖啡 你 喝,你,咖啡,今天,咖啡,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0445,synthetic_template,你今天沒有喝咖啡,今天 咖啡 你 喝 沒有,你,咖啡,今天,咖啡,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0446,synthetic_template,你今天帶咖啡,今天 咖啡 你 帶,你,咖啡,今天,咖啡,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0447,synthetic_template,你今天沒有帶咖啡,今天 咖啡 你 帶 沒有,你,咖啡,今天,咖啡,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0448,synthetic_template,你今天寫咖啡,今天 咖啡 你 寫,你,咖啡,今天,咖啡,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0449,synthetic_template,你今天沒有寫咖啡,今天 咖啡 你 寫 沒有,你,咖啡,今天,咖啡,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0450,synthetic_template,你今天找咖啡,今天 咖啡 你 找,你,咖啡,今天,咖啡,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0451,synthetic_template,你今天沒有找咖啡,今天 咖啡 你 找 沒有,你,咖啡,今天,咖啡,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0452,synthetic_template,你今天喜歡咖啡,今天 咖啡 你 喜歡,你,咖啡,今天,咖啡,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0453,synthetic_template,你今天沒有喜歡咖啡,今天 咖啡 你 喜歡 沒有,你,咖啡,今天,咖啡,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0454,synthetic_template,你今天記得咖啡,今天 咖啡 你 記得,你,咖啡,今天,咖啡,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0455,synthetic_template,你今天沒有記得咖啡,今天 咖啡 你 記得 沒有,你,咖啡,今天,咖啡,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0456,synthetic_template,你今天忘記咖啡,今天 咖啡 你 忘記,你,咖啡,今天,咖啡,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0457,synthetic_template,你今天沒有忘記咖啡,今天 咖啡 你 忘記 沒有,你,咖啡,今天,咖啡,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0458,synthetic_template,你今天討厭咖啡,今天 咖啡 你 討厭,你,咖啡,今天,咖啡,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0459,synthetic_template,你今天沒有討厭咖啡,今天 咖啡 你 討厭 沒有,你,咖啡,今天,咖啡,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0460,synthetic_template,你今天買水,今天 水 你 買,你,水,今天,水,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0461,synthetic_template,你今天沒有買水,今天 水 你 買 沒有,你,水,今天,水,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0462,synthetic_template,你今天看水,今天 水 你 看,你,水,今天,水,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0463,synthetic_template,你今天沒有看水,今天 水 你 看 沒有,你,水,今天,水,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0464,synthetic_template,你今天喝水,今天 水 你 喝,你,水,今天,水,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0465,synthetic_template,你今天沒有喝水,今天 水 你 喝 沒有,你,水,今天,水,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0466,synthetic_template,你今天帶水,今天 水 你 帶,你,水,今天,水,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0467,synthetic_template,你今天沒有帶水,今天 水 你 帶 沒有,你,水,今天,水,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0468,synthetic_template,你今天寫水,今天 水 你 寫,你,水,今天,水,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0469,synthetic_template,你今天沒有寫水,今天 水 你 寫 沒有,你,水,今天,水,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0470,synthetic_template,你今天找水,今天 水 你 找,你,水,今天,水,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0471,synthetic_template,你今天沒有找水,今天 水 你 找 沒有,你,水,今天,水,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0472,synthetic_template,你今天喜歡水,今天 水 你 喜歡,你,水,今天,水,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0473,synthetic_template,你今天沒有喜歡水,今天 水 你 喜歡 沒有,你,水,今天,水,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0474,synthetic_template,你今天記得水,今天 水 你 記得,你,水,今天,水,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0475,synthetic_template,你今天沒有記得水,今天 水 你 記得 沒有,你,水,今天,水,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0476,synthetic_template,你今天忘記水,今天 水 你 忘記,你,水,今天,水,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0477,synthetic_template,你今天沒有忘記水,今天 水 你 忘記 沒有,你,水,今天,水,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0478,synthetic_template,你今天討厭水,今天 水 你 討厭,你,水,今天,水,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0479,synthetic_template,你今天沒有討厭水,今天 水 你 討厭 沒有,你,水,今天,水,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0480,synthetic_template,你今天買作業,今天 作業 你 買,你,作業,今天,作業,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0481,synthetic_template,你今天沒有買作業,今天 作業 你 買 沒有,你,作業,今天,作業,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0482,synthetic_template,你今天看作業,今天 作業 你 看,你,作業,今天,作業,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0483,synthetic_template,你今天沒有看作業,今天 作業 你 看 沒有,你,作業,今天,作業,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0484,synthetic_template,你今天喝作業,今天 作業 你 喝,你,作業,今天,作業,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0485,synthetic_template,你今天沒有喝作業,今天 作業 你 喝 沒有,你,作業,今天,作業,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0486,synthetic_template,你今天帶作業,今天 作業 你 帶,你,作業,今天,作業,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0487,synthetic_template,你今天沒有帶作業,今天 作業 你 帶 沒有,你,作業,今天,作業,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0488,synthetic_template,你今天寫作業,今天 作業 你 寫,你,作業,今天,作業,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0489,synthetic_template,你今天沒有寫作業,今天 作業 你 寫 沒有,你,作業,今天,作業,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0490,synthetic_template,你今天找作業,今天 作業 你 找,你,作業,今天,作業,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0491,synthetic_template,你今天沒有找作業,今天 作業 你 找 沒有,你,作業,今天,作業,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0492,synthetic_template,你今天喜歡作業,今天 作業 你 喜歡,你,作業,今天,作業,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0493,synthetic_template,你今天沒有喜歡作業,今天 作業 你 喜歡 沒有,你,作業,今天,作業,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0494,synthetic_template,你今天記得作業,今天 作業 你 記得,你,作業,今天,作業,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0495,synthetic_template,你今天沒有記得作業,今天 作業 你 記得 沒有,你,作業,今天,作業,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0496,synthetic_template,你今天忘記作業,今天 作業 你 忘記,你,作業,今天,作業,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0497,synthetic_template,你今天沒有忘記作業,今天 作業 你 忘記 沒有,你,作業,今天,作業,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0498,synthetic_template,你今天討厭作業,今天 作業 你 討厭,你,作業,今天,作業,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0499,synthetic_template,你今天沒有討厭作業,今天 作業 你 討厭 沒有,你,作業,今天,作業,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0500,synthetic_template,你今天買電影,今天 電影 你 買,你,電影,今天,電影,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0501,synthetic_template,你今天沒有買電影,今天 電影 你 買 沒有,你,電影,今天,電影,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0502,synthetic_template,你今天看電影,今天 電影 你 看,你,電影,今天,電影,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0503,synthetic_template,你今天沒有看電影,今天 電影 你 看 沒有,你,電影,今天,電影,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0504,synthetic_template,你今天喝電影,今天 電影 你 喝,你,電影,今天,電影,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0505,synthetic_template,你今天沒有喝電影,今天 電影 你 喝 沒有,你,電影,今天,電影,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0506,synthetic_template,你今天帶電影,今天 電影 你 帶,你,電影,今天,電影,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0507,synthetic_template,你今天沒有帶電影,今天 電影 你 帶 沒有,你,電影,今天,電影,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0508,synthetic_template,你今天寫電影,今天 電影 你 寫,你,電影,今天,電影,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0509,synthetic_template,你今天沒有寫電影,今天 電影 你 寫 沒有,你,電影,今天,電影,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0510,synthetic_template,你今天找電影,今天 電影 你 找,你,電影,今天,電影,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0511,synthetic_template,你今天沒有找電影,今天 電影 你 找 沒有,你,電影,今天,電影,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0512,synthetic_template,你今天喜歡電影,今天 電影 你 喜歡,你,電影,今天,電影,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0513,synthetic_template,你今天沒有喜歡電影,今天 電影 你 喜歡 沒有,你,電影,今天,電影,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0514,synthetic_template,你今天記得電影,今天 電影 你 記得,你,電影,今天,電影,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0515,synthetic_template,你今天沒有記得電影,今天 電影 你 記得 沒有,你,電影,今天,電影,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0516,synthetic_template,你今天忘記電影,今天 電影 你 忘記,你,電影,今天,電影,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0517,synthetic_template,你今天沒有忘記電影,今天 電影 你 忘記 沒有,你,電影,今天,電影,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0518,synthetic_template,你今天討厭電影,今天 電影 你 討厭,你,電影,今天,電影,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0519,synthetic_template,你今天沒有討厭電影,今天 電影 你 討厭 沒有,你,電影,今天,電影,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0520,synthetic_template,你今天買訊息,今天 訊息 你 買,你,訊息,今天,訊息,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0521,synthetic_template,你今天沒有買訊息,今天 訊息 你 買 沒有,你,訊息,今天,訊息,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0522,synthetic_template,你今天看訊息,今天 訊息 你 看,你,訊息,今天,訊息,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0523,synthetic_template,你今天沒有看訊息,今天 訊息 你 看 沒有,你,訊息,今天,訊息,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0524,synthetic_template,你今天喝訊息,今天 訊息 你 喝,你,訊息,今天,訊息,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0525,synthetic_template,你今天沒有喝訊息,今天 訊息 你 喝 沒有,你,訊息,今天,訊息,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0526,synthetic_template,你今天帶訊息,今天 訊息 你 帶,你,訊息,今天,訊息,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0527,synthetic_template,你今天沒有帶訊息,今天 訊息 你 帶 沒有,你,訊息,今天,訊息,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0528,synthetic_template,你今天寫訊息,今天 訊息 你 寫,你,訊息,今天,訊息,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0529,synthetic_template,你今天沒有寫訊息,今天 訊息 你 寫 沒有,你,訊息,今天,訊息,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0530,synthetic_template,你今天找訊息,今天 訊息 你 找,你,訊息,今天,訊息,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0531,synthetic_template,你今天沒有找訊息,今天 訊息 你 找 沒有,你,訊息,今天,訊息,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0532,synthetic_template,你今天喜歡訊息,今天 訊息 你 喜歡,你,訊息,今天,訊息,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0533,synthetic_template,你今天沒有喜歡訊息,今天 訊息 你 喜歡 沒有,你,訊息,今天,訊息,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0534,synthetic_template,你今天記得訊息,今天 訊息 你 記得,你,訊息,今天,訊息,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0535,synthetic_template,你今天沒有記得訊息,今天 訊息 你 記得 沒有,你,訊息,今天,訊息,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0536,synthetic_template,你今天忘記訊息,今天 訊息 你 忘記,你,訊息,今天,訊息,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0537,synthetic_template,你今天沒有忘記訊息,今天 訊息 你 忘記 沒有,你,訊息,今天,訊息,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0538,synthetic_template,你今天討厭訊息,今天 訊息 你 討厭,你,訊息,今天,訊息,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0539,synthetic_template,你今天沒有討厭訊息,今天 訊息 你 討厭 沒有,你,訊息,今天,訊息,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0540,synthetic_template,你今天買照片,今天 照片 你 買,你,照片,今天,照片,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0541,synthetic_template,你今天沒有買照片,今天 照片 你 買 沒有,你,照片,今天,照片,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0542,synthetic_template,你今天看照片,今天 照片 你 看,你,照片,今天,照片,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0543,synthetic_template,你今天沒有看照片,今天 照片 你 看 沒有,你,照片,今天,照片,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0544,synthetic_template,你今天喝照片,今天 照片 你 喝,你,照片,今天,照片,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0545,synthetic_template,你今天沒有喝照片,今天 照片 你 喝 沒有,你,照片,今天,照片,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0546,synthetic_template,你今天帶照片,今天 照片 你 帶,你,照片,今天,照片,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0547,synthetic_template,你今天沒有帶照片,今天 照片 你 帶 沒有,你,照片,今天,照片,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0548,synthetic_template,你今天寫照片,今天 照片 你 寫,你,照片,今天,照片,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0549,synthetic_template,你今天沒有寫照片,今天 照片 你 寫 沒有,你,照片,今天,照片,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0550,synthetic_template,你今天找照片,今天 照片 你 找,你,照片,今天,照片,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0551,synthetic_template,你今天沒有找照片,今天 照片 你 找 沒有,你,照片,今天,照片,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0552,synthetic_template,你今天喜歡照片,今天 照片 你 喜歡,你,照片,今天,照片,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0553,synthetic_template,你今天沒有喜歡照片,今天 照片 你 喜歡 沒有,你,照片,今天,照片,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0554,synthetic_template,你今天記得照片,今天 照片 你 記得,你,照片,今天,照片,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0555,synthetic_template,你今天沒有記得照片,今天 照片 你 記得 沒有,你,照片,今天,照片,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0556,synthetic_template,你今天忘記照片,今天 照片 你 忘記,你,照片,今天,照片,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0557,synthetic_template,你今天沒有忘記照片,今天 照片 你 忘記 沒有,你,照片,今天,照片,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
